Date,open,close,volume
2001-12-28,20.9,22.43,12279700.0
2002-01-04,22.51,23.69,30165400.0
2002-01-11,23.72,21.05,36142800.0
2002-01-18,21.01,22.17,40582100.0
2002-01-25,22.27,23.25,23223400.0
2002-02-01,23.4,24.41,31519600.0
2002-02-08,24.32,24.03,40714300.0
2002-02-15,23.93,23.9,26002000.0
2002-02-22,23.76,22.74,27302300.0
2002-03-01,22.85,23.45,45054800.0
2002-03-08,23.26,24.66,24592700.0
2002-03-15,24.6,24.95,20996500.0
2002-03-22,24.95,24.09,29638700.0
2002-03-28,24.07,23.67,13514800.0
2002-04-05,24.7,24.74,22039600.0
2002-04-12,24.16,25.06,25098600.0
2002-04-19,25.06,24.98,37273500.0
2002-04-26,24.84,23.01,20402300.0
2002-05-03,23.16,23.51,22108600.0
2002-05-10,23.35,23.32,24805500.0
2002-05-17,23.52,25.01,28419400.0
2002-05-24,24.57,24.15,24595600.0
2002-05-31,23.69,23.3,16667500.0
2002-06-07,23.39,21.4,30935500.0
2002-06-14,21.48,20.1,34513800.0
2002-06-21,20.24,16.85,57665200.0
2002-06-28,16.77,17.72,32385800.0
2002-07-05,17.71,18.74,15867100.0
2002-07-12,18.52,17.5,26107200.0
2002-07-19,17.43,14.96,51837800.0
2002-07-26,14.75,14.34,34365000.0
2002-08-02,14.48,14.45,24080600.0
2002-08-09,14.51,15.0,22189600.0
2002-08-16,14.9,15.81,25286100.0
2002-08-23,15.78,15.73,18342300.0
2002-08-30,15.95,14.75,18890400.0
2002-09-06,14.49,14.38,19738700.0
2002-09-13,14.28,14.17,20766200.0
2002-09-20,14.14,14.87,28607400.0
2002-09-27,14.76,14.72,21140200.0
2002-10-04,14.4,14.03,21753400.0
2002-10-11,13.97,14.51,29844300.0
2002-10-18,14.55,14.34,29734700.0
2002-10-25,14.26,15.42,19991500.0
2002-11-01,15.55,16.36,24371800.0
2002-11-08,16.5,15.84,23752600.0
2002-11-15,15.75,15.95,16271700.0
2002-11-22,16.19,16.01,21975200.0
2002-11-29,16.03,15.5,15534300.0
2002-12-06,15.9,14.95,25734400.0
2002-12-13,14.94,14.79,19862800.0
2002-12-20,14.81,14.14,23046500.0
2002-12-27,14.16,14.06,5904000.0
2003-01-03,14.08,14.9,12225900.0
2003-01-10,15.03,14.72,24158500.0
2003-01-17,14.9,14.1,27906500.0
2003-01-24,14.21,13.8,17898600.0
2003-01-31,13.68,14.36,32124800.0
2003-02-07,14.41,14.15,22369000.0
2003-02-14,14.26,14.67,18091900.0
2003-02-21,14.75,15.0,16304700.0
2003-02-28,14.86,15.01,16704100.0
2003-03-07,15.01,14.53,13530400.0
2003-03-14,14.51,14.78,17979800.0
2003-03-21,14.89,15.0,22006000.0
2003-03-28,14.67,14.57,13836400.0
2003-04-04,14.34,14.41,15609000.0
2003-04-11,14.85,13.2,35220200.0
2003-04-17,13.71,13.12,43560000.0
2003-04-25,13.13,13.35,21303500.0
2003-05-02,13.48,14.45,39592000.0
2003-05-09,14.77,18.3,96441100.0
2003-05-16,18.15,18.8,33005000.0
2003-05-23,18.53,18.32,27719600.0
2003-05-30,17.96,17.95,24041500.0
2003-06-06,18.1,17.15,26741700.0
2003-06-13,16.94,17.42,19741900.0
2003-06-20,17.6,19.2,28733000.0
2003-06-27,19.301,18.73,29983100.0
2003-07-03,18.68,19.13,15468100.0
2003-07-11,19.27,19.85,19008000.0
2003-07-18,20.01,20.859,30286300.0
2003-07-25,20.69,21.54,17342700.0
2003-08-01,21.5,20.73,17716800.0
2003-08-08,20.53,19.64,18518900.0
2003-08-15,19.82,19.71,16150200.0
2003-08-22,19.86,20.88,19736900.0
2003-08-29,20.78,22.61,19843300.0
2003-09-05,22.66,22.5,16979900.0
2003-09-12,22.48,23.1,17253200.0
2003-09-19,22.81,22.58,22216300.0
2003-09-26,22.18,20.69,27414100.0
2003-10-03,21.49,21.69,24837500.0
2003-10-10,21.67,23.68,29245700.0
2003-10-17,23.73,22.75,44658600.0
2003-10-24,22.6,22.6,17897500.0
2003-10-31,22.75,22.89,20705700.0
2003-11-07,22.83,22.5,26460100.0
2003-11-14,22.45,21.46,21413800.0
2003-11-21,21.35,20.28,23597500.0
2003-11-28,20.5,20.91,17351900.0
2003-12-05,21.04,20.85,20040100.0
2003-12-12,20.78,20.89,16616600.0
2003-12-19,21.49,19.7,32528600.0
2003-12-26,19.65,20.78,17263100.0
2004-01-02,20.91,21.28,13525100.0
2004-01-09,21.42,23.0,42482200.0
2004-01-16,23.16,22.72,56743500.0
2004-01-23,22.67,22.56,17406800.0
2004-01-30,22.46,22.56,22352500.0
2004-02-06,22.46,22.71,23571100.0
2004-02-13,22.62,23.0,23073500.0
2004-02-20,23.1,22.4,16308500.0
2004-02-27,22.45,23.92,24940300.0
2004-03-05,24.09,26.74,53648600.0
2004-03-12,26.79,27.56,54879900.0
2004-03-19,27.03,25.86,39790000.0
2004-03-26,25.37,27.04,39626800.0
2004-04-02,27.4,27.5,30249800.0
2004-04-08,27.48,27.53,20351800.0
2004-04-16,27.5,29.18,61983000.0
2004-04-23,28.12,27.7,36663600.0
2004-04-30,27.58,25.78,29883100.0
2004-05-07,26.0,26.67,26755700.0
2004-05-14,26.27,27.06,23004000.0
2004-05-21,26.7,27.11,22469500.0
2004-05-28,27.25,28.06,22490000.0
2004-06-04,27.79,28.78,20551600.0
2004-06-10,29.04,30.74,23540700.0
2004-06-18,30.65,32.91,45639900.0
2004-06-25,33.1,33.7,30670300.0
2004-07-02,33.9,31.08,48880700.0
2004-07-09,31.27,30.03,21236000.0
2004-07-16,30.01,32.2,69994700.0
2004-07-23,32.05,30.7,31533300.0
2004-07-30,30.85,32.34,28020900.0
2004-08-06,31.18,29.78,28392900.0
2004-08-13,29.85,30.84,27116500.0
2004-08-20,30.88,30.8,32661600.0
2004-08-27,30.86,34.35,44269400.0
2004-09-03,34.02,35.23,32325400.0
2004-09-10,35.4,35.87,25622100.0
2004-09-17,35.86,37.14,31673100.0
2004-09-24,36.9,37.29,32147000.0
2004-10-01,36.97,38.67,34189800.0
2004-10-08,39.01,39.06,39498700.0
2004-10-15,38.8,45.5,102618300.0
2004-10-22,44.79,47.41,68132600.0
2004-10-29,47.19,52.4,68839000.0
2004-11-05,52.5,54.72,83390800.0
2004-11-12,54.53,55.5,41327900.0
2004-11-19,55.08,55.17,40952300.0
2004-11-26,58.04,64.55,96796300.0
2004-12-03,69.0,62.68,103005000.0
2004-12-10,64.31,65.15,80607100.0
2004-12-17,65.74,64.99,55691700.0
2004-12-23,65.48,64.01,54362500.0
2004-12-31,64.64,64.4,40084600.0
2005-01-07,64.78,69.25,96468600.0
2005-01-14,69.9,70.2,199858900.0
2005-01-21,69.74,70.49,64010900.0
2005-01-28,70.98,73.98,68717800.0
2005-02-04,74.58,78.84,83477900.0
2005-02-11,78.93,81.21,87500100.0
2005-02-18,83.16,86.81,141154500.0
2005-02-25,86.3,88.99,89268100.0
2005-03-04,44.68,42.81,122158100.0
2005-03-11,42.8,40.27,150160300.0
2005-03-18,40.52,42.96,126924200.0
2005-03-24,43.29,42.5,73395400.0
2005-04-01,42.75,40.89,86040900.0
2005-04-08,40.99,43.74,96714900.0
2005-04-15,44.22,35.35,273426800.0
2005-04-22,35.03,35.5,176881200.0
2005-04-29,36.49,36.06,122056900.0
2005-05-06,36.21,37.24,75873200.0
2005-05-13,37.24,34.77,161103400.0
2005-05-20,34.56,37.55,105184800.0
2005-05-27,37.85,40.56,102627500.0
2005-06-03,40.66,38.24,78173600.0
2005-06-10,38.33,35.81,108229500.0
2005-06-17,35.89,38.31,88955800.0
2005-06-24,37.85,37.76,78719000.0
2005-07-01,36.84,36.5,73829300.0
2005-07-08,36.6,38.25,54405500.0
2005-07-15,38.37,41.55,151585900.0
2005-07-22,41.41,44.0,86290200.0
2005-07-29,43.99,42.65,59298600.0
2005-08-05,42.6,42.99,49310100.0
2005-08-12,43.0,46.1,75221000.0
2005-08-19,46.48,45.83,105114400.0
2005-08-26,46.15,45.74,64025700.0
2005-09-02,45.27,46.22,62741400.0
2005-09-09,46.69,51.31,110713400.0
2005-09-16,51.1,51.21,86652400.0
2005-09-23,51.05,53.2,109303300.0
2005-09-30,54.03,53.61,113653200.0
2005-10-07,54.16,51.3,110471500.0
2005-10-14,51.84,54.0,261857300.0
2005-10-21,53.98,55.66,156771200.0
2005-10-28,55.25,54.47,103135800.0
2005-11-04,55.2,61.15,153928900.0
2005-11-11,60.85,61.54,98440000.0
2005-11-18,61.54,64.56,103302000.0
2005-11-25,64.82,69.34,69030700.0
2005-12-02,70.72,72.63,150510100.0
2005-12-09,71.95,74.3305,123787400.0
2005-12-16,74.87,71.11,132209300.0
2005-12-23,71.11,73.35,74450300.0
2005-12-30,74.0,71.89,75106900.0
2006-01-06,72.332,76.3,92168500.0
2006-01-13,76.73,85.5899,232350700.0
2006-01-20,85.7,76.089,173816700.0
2006-01-27,76.1,72.03,200465100.0
2006-02-03,71.28,71.847,151163400.0
2006-02-10,72.16,67.31,246569800.0
2006-02-17,66.52,70.29,168870800.0
2006-02-24,70.63,71.46,112482400.0
2006-03-03,72.02,67.72,149463600.0
2006-03-10,67.6,63.19,152901500.0
2006-03-17,65.61,64.66,141317300.0
2006-03-24,65.21,59.96,207018200.0
2006-03-31,60.23,62.72,251115600.0
2006-04-07,63.66,69.79,292504700.0
2006-04-13,70.24,66.469,118478700.0
2006-04-21,66.51,67.04,180670900.0
2006-04-28,66.92,70.39,126891500.0
2006-05-05,70.78,71.89,129763100.0
2006-05-12,72.99,67.7,108602500.0
2006-05-19,67.37,64.51,138015000.0
2006-05-26,63.87,63.549,115205100.0
2006-06-02,63.29,61.66,124024100.0
2006-06-09,61.15,59.52,151987500.0
2006-06-16,58.83,57.56,168037500.0
2006-06-23,57.83,58.83,138095800.0
2006-06-30,59.17,57.27,124319500.0
2006-07-07,57.52,55.4,76627900.0
2006-07-14,55.7,50.67,161594300.0
2006-07-21,51.73,60.72,224277600.0
2006-07-28,61.26,65.59,129889500.0
2006-08-04,66.83,68.3,173188800.0
2006-08-11,67.72,63.65,166946600.0
2006-08-18,64.05,67.91,124205700.0
2006-08-25,67.3,68.75,101378700.0
2006-09-01,68.5,68.38,119601000.0
2006-09-08,68.97,72.52,148230000.0
2006-09-15,72.43,74.1,198697600.0
2006-09-22,73.8,73.0,132048400.0
2006-09-29,73.81,76.98,139347700.0
2006-10-06,75.1,74.22,124402600.0
2006-10-13,73.8,75.02,100668500.0
2006-10-20,75.19,79.95,152711300.0
2006-10-27,79.99,80.41,100309200.0
2006-11-03,79.985,78.29,89641300.0
2006-11-10,78.95,83.12,105298000.0
2006-11-17,83.22,85.85,101975600.0
2006-11-24,85.4,91.63,85145700.0
2006-12-01,92.51,91.32,176202100.0
2006-12-08,91.88,88.26,135702300.0
2006-12-15,88.9,87.72,141275800.0
2006-12-22,87.625,82.2,132770600.0
2006-12-29,82.15,84.84,165098200.0
2007-01-05,86.29,85.05,104297200.0
2007-01-12,85.96,94.62,351865300.0
2007-01-19,95.68,88.5,236407700.0
2007-01-26,89.14,85.38,195789700.0
2007-02-02,86.3,84.75,129342000.0
2007-02-09,84.3,83.27,144630100.0
2007-02-16,84.43,84.83,92020300.0
2007-02-23,84.65,89.07,111754800.0
2007-03-02,89.84,85.41,177023800.0
2007-03-09,85.89,87.97,112543500.0
2007-03-16,88.07,89.59,125896000.0
2007-03-23,90.24,93.52,103612500.0
2007-03-30,93.99,92.91,145202100.0
2007-04-05,94.14,94.68,68508100.0
2007-04-13,95.21,90.24,96123000.0
2007-04-20,90.57,90.97,99060400.0
2007-04-27,91.585,99.92,194995300.0
2007-05-04,100.09,100.81,93294400.0
2007-05-11,101.08,108.74,150509500.0
2007-05-18,109.62,110.02,146066600.0
2007-05-25,110.31,113.62,130142800.0
2007-06-01,114.45,118.4,153802400.0
2007-06-08,118.63,124.49,217016500.0
2007-06-15,126.0,120.5,243095100.0
2007-06-22,123.28,123.0,151788000.0
2007-06-29,124.19,122.04,187896100.0
2007-07-06,121.05,132.3,160181800.0
2007-07-13,132.38,137.73,167314800.0
2007-07-20,138.39,143.75,153699800.0
2007-07-27,143.31,143.85,274131900.0
2007-08-03,144.33,131.8499,219691800.0
2007-08-10,132.9,125.0,186405300.0
2007-08-17,128.33,122.06,198090100.0
2007-08-24,123.96,135.3,176671500.0
2007-08-31,133.3907,138.48,191647700.0
2007-09-07,139.94,131.77,249175100.0
2007-09-14,137.0,138.81,169499200.0
2007-09-21,138.99,144.15,168395100.0
2007-09-28,146.73,153.47,160474300.0
2007-10-05,154.63,161.4499,140074500.0
2007-10-12,163.49,167.2537,156266845.0
2007-10-19,167.98,170.42,192458200.0
2007-10-26,170.35,184.7,229058000.0
2007-11-02,185.7,187.87,147158200.0
2007-11-09,185.29,165.37,220356800.0
2007-11-16,165.28,166.39,279592300.0
2007-11-23,166.1,171.54,156487100.0
2007-11-30,173.59,182.22,214729500.0
2007-12-07,181.86,194.3,164055300.0
2007-12-14,193.59,190.39,164210500.0
2007-12-21,190.72,193.91,172956900.0
2007-12-28,195.03,199.83,95682500.0
2008-01-04,199.5,180.05,139871800.0
2008-01-11,181.25,172.69,290184000.0
2008-01-18,177.52,161.36,326420600.0
2008-01-25,148.06,130.01,334583200.0
2008-02-01,128.16,133.75,220510600.0
2008-02-08,134.21,125.48,251887600.0
2008-02-15,128.01,124.63,187548000.0
2008-02-22,125.99,119.46,158588500.0
2008-02-29,118.59,125.02,253947700.0
2008-03-07,124.44,122.25,260872300.0
2008-03-14,121.98,126.61,201496600.0
2008-03-20,122.55,133.27,149894400.0
2008-03-28,134.01,143.01,179137000.0
2008-04-04,143.27,153.08,169699500.0
2008-04-11,156.13,147.14,186137800.0
2008-04-18,146.77,161.04,145354700.0
2008-04-25,162.35,169.73,238266300.0
2008-05-02,169.74,180.94,169995500.0
2008-05-09,181.81,183.45,160811400.0
2008-05-16,185.12,187.6201,149914300.0
2008-05-23,187.9,181.17,185249300.0
2008-05-30,182.8,188.75,99687700.0
2008-06-06,188.5,185.64,138543300.0
2008-06-13,184.92,172.37,237327700.0
2008-06-20,171.25,175.27,158684700.0
2008-06-27,174.78,170.09,136572800.0
2008-07-03,170.04,170.12,112727100.0
2008-07-11,173.0,172.58,156257800.0
2008-07-18,175.37,165.15,153565300.0
2008-07-25,166.9,162.12,206253100.0
2008-08-01,162.18,156.66,120432300.0
2008-08-08,156.58,169.55,123524200.0
2008-08-15,170.07,175.74,142481500.0
2008-08-22,175.57,176.79,94804500.0
2008-08-29,176.15,169.53,87086800.0
2008-09-05,172.4,160.18,108781000.0
2008-09-12,164.57,148.94,179582500.0
2008-09-19,142.03,140.91,229573400.0
2008-09-26,139.94,128.24,189878200.0
2008-10-03,119.62,97.07,337463800.0
2008-10-10,91.96,96.8,358236200.0
2008-10-17,104.55,97.4,315964100.0
2008-10-24,99.78,96.38,330611700.0
2008-10-31,95.07,107.59,288990300.0
2008-11-07,105.93,98.24,218835800.0
2008-11-14,100.17,90.24,242381800.0
2008-11-21,88.48,82.58,243936000.0
2008-11-28,85.21,92.67,138398600.0
2008-12-05,91.3,94.0,198083400.0
2008-12-12,97.28,98.27,193159900.0
2008-12-19,95.99,90.0,176373600.0
2008-12-26,90.02,85.81,73551100.0
2009-01-02,86.52,90.75,107398500.0
2009-01-09,93.17,90.58,158725500.0
2009-01-16,90.46,82.33,189894200.0
2009-01-23,81.93,88.36,149374400.0
2009-01-30,88.88,90.13,121996100.0
2009-02-06,89.1,99.72,121515500.0
2009-02-13,101.165,99.16,130900400.0
2009-02-20,96.79,91.2,108433500.0
2009-02-27,91.6,89.31,134416700.0
2009-03-06,89.31,85.3,141240000.0
2009-03-13,84.12,95.93,134234100.0
2009-03-20,96.45,101.59,127703400.0
2009-03-27,102.71,106.85,109384000.0
2009-04-03,104.51,115.99,111102000.0
2009-04-09,114.94,119.57,77894000.0
2009-04-17,120.01,123.42,83845800.0
2009-04-24,121.73,123.9,120065700.0
2009-05-01,122.9,127.24,81809400.0
2009-05-08,128.24,129.19,88603300.0
2009-05-15,127.37,122.42,86625200.0
2009-05-22,123.73,122.5,68778300.0
2009-05-29,124.76,135.81,79551300.0
2009-06-05,136.47,144.67,94902600.0
2009-06-12,143.82,136.97,120898200.0
2009-06-19,136.01,139.48,99125200.0
2009-06-26,140.67,142.44,101993000.0
2009-07-02,143.46,140.02,63803500.0
2009-07-10,138.7,138.52,83018400.0
2009-07-17,139.54,151.75,82573600.0
2009-07-24,153.27,159.986,123204900.0
2009-07-31,160.17,163.39,73970200.0
2009-08-07,165.21,165.51,69364500.0
2009-08-14,165.66,166.78,65946600.0
2009-08-21,163.55,169.22,75961100.0
2009-08-28,170.12,170.05,69220200.0
2009-09-04,168.16,170.31,64757100.0
2009-09-11,172.98,172.16,70222500.0
2009-09-18,170.83,185.02,104095000.0
2009-09-25,184.29,182.37,85148300.0
2009-10-02,183.87,184.9,82158400.0
2009-10-09,186.2,190.47,79477500.0
2009-10-16,191.02,188.05,64876400.0
2009-10-23,187.85,203.94,160327700.0
2009-10-30,203.67,188.5,119538300.0
2009-11-06,189.8,194.34,84605500.0
2009-11-13,196.94,204.45,74317600.0
2009-11-20,205.48,199.92,78751200.0
2009-11-27,203.0,200.59,49108800.0
2009-12-04,201.11,193.32,102910200.0
2009-12-11,193.32,194.67,107478000.0
2009-12-18,195.37,195.43,80923000.0
2009-12-24,196.05,209.04,64565600.0
2009-12-31,211.72,210.732,66223800.0
2010-01-08,213.43,211.98,91876300.0
2010-01-15,212.8,205.93,96055100.0
2010-01-22,208.33,197.75,101145800.0
2010-01-29,202.51,192.063,252672600.0
2010-02-05,192.37,195.46,131125200.0
2010-02-12,195.69,200.38,95976200.0
2010-02-19,201.94,201.67,64943900.0
2010-02-26,202.34,204.62,92814700.0
2010-03-05,205.75,218.95,98369800.0
2010-03-12,220.01,226.6,98871100.0
2010-03-19,225.38,222.2499,81890100.0
2010-03-26,220.47,230.9,101421100.0
2010-04-01,233.0,235.97,75066400.0
2010-04-09,234.975,241.79,95257100.0
2010-04-16,242.2,247.4,77523000.0
2010-04-23,247.03,270.83,138500800.0
2010-04-30,271.88,261.09,108861400.0
2010-05-07,263.84,235.86,179398000.0
2010-05-14,250.25,253.82,137381000.0
2010-05-21,254.7,242.32,181358800.0
2010-05-28,247.28,256.88,147671300.0
2010-06-04,259.69,255.965,106194000.0
2010-06-11,258.29,253.51,145159200.0
2010-06-18,255.96,274.074,129613900.0
2010-06-25,277.69,266.7,125943900.0
2010-07-02,266.93,246.94,149088700.0
2010-07-09,251.0,259.62,87187800.0
2010-07-16,258.53,249.9,158234800.0
2010-07-23,249.88,259.94,159421700.0
2010-07-30,260.0,257.25,93475900.0
2010-08-06,260.44,260.091,71431400.0
2010-08-13,261.48,249.1,80889000.0
2010-08-20,247.58,249.64,67560800.0
2010-08-27,251.79,241.62,93870400.0
2010-09-03,240.76,258.77,87047500.0
2010-09-10,256.64,263.41,60543800.0
2010-09-17,265.82,275.37,89745700.0
2010-09-24,276.08,292.32,119558800.0
2010-10-01,293.975,282.52,111037700.0
2010-10-08,281.6,294.07,95533600.0
2010-10-15,294.74,314.74,106210000.0
2010-10-22,318.47,307.47,141844900.0
2010-10-29,309.09,300.98,77355600.0
2010-11-05,302.22,317.13,84639600.0
2010-11-12,317.2,308.03,78809300.0
2010-11-19,308.46,306.73,86430000.0
2010-11-26,306.68,315.0,55851200.0
2010-12-03,315.5,317.44,79083000.0
2010-12-10,318.64,320.56,61376200.0
2010-12-17,324.37,320.61,68467700.0
2010-12-23,321.6,323.6,40394400.0
2010-12-31,322.8519,322.56,33567200.0
2011-01-07,325.64,336.12,57932100.0
2011-01-14,338.83,348.48,64317100.0
2011-01-21,329.52,326.72,161992900.0
2011-01-28,326.87,336.1,89482500.0
2011-02-04,335.8,346.5,63516900.0
2011-02-11,347.89,356.85,94461800.0
2011-02-18,356.79,350.56,86513900.0
2011-02-25,342.15,348.16,86583200.0
2011-03-04,351.24,360.0,86280600.0
2011-03-11,361.4,351.99,83370200.0
2011-03-18,353.18,330.67,133274500.0
2011-03-25,335.99,351.54,70069400.0
2011-04-01,353.15,344.56,60155100.0
2011-04-08,344.31,335.06,74869200.0
2011-04-15,334.06,327.46,68793300.0
2011-04-21,326.1,350.696,88705500.0
2011-04-29,350.34,350.13,83173700.0
2011-05-06,349.74,346.66,62907700.0
2011-05-13,347.86,340.5,52534100.0
2011-05-20,339.2,335.22,65572300.0
2011-05-27,329.97,337.41,50925400.0
2011-06-03,341.1,343.44,58016800.0
2011-06-10,344.84,325.9,72660500.0
2011-06-17,327.2,320.26,78173200.0
2011-06-24,317.355,326.35,90149200.0
2011-07-01,327.59,343.26,62318800.0
2011-07-08,343.0,359.71,60320600.0
2011-07-15,356.34,364.92,78604400.0
2011-07-22,365.43,393.3,120585800.0
2011-07-29,390.35,390.48,105440400.0
2011-08-05,397.78,373.62,145031500.0
2011-08-12,361.69,376.99,156286400.0
2011-08-19,379.63,356.03,108167100.0
2011-08-26,364.51,383.58,118972900.0
2011-09-02,388.18,374.05,76015800.0
2011-09-09,367.37,377.48,65758800.0
2011-09-16,375.89,400.5,91408900.0
2011-09-23,397.0,404.3,132869600.0
2011-09-30,399.86,381.32,109776400.0
2011-10-07,380.37,369.8,144188800.0
2011-10-14,379.09,422.0,95358600.0
2011-10-21,421.74,392.87,137222200.0
2011-10-28,396.18,404.95,78799200.0
2011-11-04,402.42,400.24,71009200.0
2011-11-11,399.91,384.62,93855000.0
2011-11-18,383.5201,374.94,73741600.0
2011-11-25,370.4,363.57,55001200.0
2011-12-02,372.35,389.7,67658700.0
2011-12-09,393.49,393.62,57818000.0
2011-12-16,391.68,381.02,61591500.0
2011-12-23,382.47,403.33,46694700.0
2011-12-30,403.1,405.0,31763500.0
2012-01-06,409.4,422.4,41135900.0
2012-01-13,425.5001,419.81,46639800.0
2012-01-20,424.2,420.3,42692900.0
2012-01-27,422.67,447.28,86989600.0
2012-02-03,445.71,459.68,54088100.0
2012-02-10,458.38,493.42,88894400.0
2012-02-17,499.53,502.12,141574700.0
2012-02-24,506.88,522.41,73999900.0
2012-03-02,521.31,545.18,114820100.0
2012-03-09,545.42,545.17,119759300.0
2012-03-16,548.982,585.57,160792400.0
2012-03-23,598.37,596.05,122010700.0
2012-03-30,599.79,599.55,114200300.0
2012-04-05,601.83,633.68,94542500.0
2012-04-13,626.13,605.23,130637800.0
2012-04-20,610.06,572.98,174876800.0
2012-04-27,570.61,603.0,138973100.0
2012-05-04,597.8,565.25,88038400.0
2012-05-11,561.5,566.71,77529300.0
2012-05-18,562.57,530.38,101406100.0
2012-05-25,534.5,562.29,97700400.0
2012-06-01,570.9,560.99,68664300.0
2012-06-08,561.5,580.32,74069600.0
2012-06-15,587.72,574.13,71466200.0
2012-06-22,570.96,582.1,63270800.0
2012-06-29,577.3,584.0,53151900.0
2012-07-06,584.73,605.88,55182800.0
2012-07-13,605.3,604.97,75005500.0
2012-07-20,605.12,604.3,60068500.0
2012-07-27,594.4,585.16,97892500.0
2012-08-03,590.92,615.7,67966100.0
2012-08-10,617.29,621.7,44779900.0
2012-08-17,623.39,648.11,56201400.0
2012-08-24,650.01,663.222,101746300.0
2012-08-31,679.99,665.24,54937600.0
2012-09-07,665.76,680.44,50897500.0
2012-09-14,680.45,691.28,103680300.0
2012-09-21,699.35,700.095,71663100.0
2012-09-28,686.86,667.105,102295000.0
2012-10-05,671.5,652.59,91450000.0
